t_epoch_s,dt_ms,hz,x_mm,y_mm,z_mm,rz_deg,ry_deg,rx_deg
956702433.653487,66.663,15.00,-117.719,514.466,185.648,-85.726,0.011,-180.000
956702433.720153,66.666,15.00,-117.822,514.360,185.675,-85.774,0.011,-180.000
956702433.786824,66.671,15.00,-117.922,514.259,185.702,-85.820,0.011,-180.000
956702433.853491,66.667,15.00,-118.025,514.151,185.728,-85.868,0.011,-180.000
956702433.920154,66.663,15.00,-118.128,514.048,185.755,-85.916,0.011,-180.000
956702433.986826,66.672,15.00,-118.228,513.944,185.782,-85.962,0.011,-180.000
956702434.053492,66.666,15.00,-118.331,513.843,185.811,-86.010,0.011,-180.000
956702434.120153,66.661,15.00,-118.434,513.734,185.838,-86.058,0.011,-180.000
956702434.186824,66.671,15.00,-118.533,513.635,185.865,-86.104,0.011,-180.000
956702434.253488,66.664,15.00,-118.641,513.527,185.896,-86.153,0.011,-180.000
956702434.320154,66.666,15.00,-118.744,513.422,185.926,-86.201,0.011,-180.000
956702434.386828,66.674,15.00,-118.843,513.319,185.953,-86.247,0.011,-180.000
956702434.453488,66.660,15.00,-118.946,513.214,185.983,-86.295,0.011,-180.000
956702434.520157,66.669,15.00,-119.049,513.108,186.017,-86.343,0.011,-180.000
956702434.586843,66.686,15.00,-119.148,513.007,186.047,-86.388,0.011,-180.000
956702434.653489,66.646,15.00,-119.251,512.907,186.079,-86.436,0.011,-180.000
956702434.720155,66.666,15.00,-119.354,512.796,186.109,-86.484,0.011,-180.000
956702434.788190,68.035,14.70,-119.455,512.697,186.142,-86.531,0.011,-180.000
956702434.853488,65.298,15.31,-119.555,512.595,186.172,-86.577,0.011,-180.000
956702434.920154,66.666,15.00,-119.658,512.490,186.205,-86.625,0.011,-180.000
956702434.986826,66.672,15.00,-119.757,512.389,186.236,-86.670,0.011,-180.000
956702435.053492,66.666,15.00,-119.860,512.283,186.268,-86.718,0.011,-180.000
956702435.120154,66.662,15.00,-119.962,512.178,186.303,-86.765,0.011,-180.000
956702435.186827,66.673,15.00,-120.061,512.077,186.336,-86.811,0.011,-180.000
956702435.253491,66.664,15.00,-120.164,511.975,186.371,-86.858,0.012,-180.000
956702435.320154,66.663,15.00,-120.266,511.868,186.405,-86.906,0.012,-180.000
956702435.386830,66.676,15.00,-120.365,511.771,186.436,-86.951,0.011,-180.000
956702435.453489,66.659,15.00,-120.467,511.665,186.470,-86.999,0.012,-180.000
956702435.520153,66.664,15.00,-120.570,511.562,186.503,-87.046,0.011,-180.000
956702435.586841,66.688,15.00,-120.668,511.462,186.537,-87.092,0.011,-180.000
956702435.653591,66.750,14.98,-120.771,511.356,186.572,-87.139,0.011,-180.000
956702435.720155,66.564,15.02,-120.873,511.249,186.608,-87.187,0.011,-180.000
956702435.786829,66.674,15.00,-120.971,511.148,186.641,-87.233,0.011,-180.000
956702435.853491,66.662,15.00,-121.078,511.041,186.678,-87.282,0.011,-180.000
956702435.920157,66.666,15.00,-121.180,510.935,186.713,-87.329,0.011,-180.000
956702435.986827,66.670,15.00,-121.278,510.839,186.745,-87.375,0.011,-180.000
956702436.055496,68.669,14.56,-121.383,510.730,186.780,-87.424,0.011,-180.000
956702436.120661,65.165,15.35,-121.481,510.632,186.814,-87.469,0.011,-180.000
956702436.188444,67.783,14.75,-121.571,510.537,186.847,-87.513,0.011,-180.000
956702436.253510,65.066,15.37,-121.667,510.437,186.883,-87.558,0.012,-180.000
956702436.320156,66.646,15.00,-121.767,510.328,186.918,-87.606,0.012,180.000
956702436.387055,66.899,14.95,-121.862,510.223,186.950,-87.653,0.011,180.000
956702436.453490,66.435,15.05,-121.960,510.115,186.987,-87.702,0.011,180.000
956702436.520156,66.666,15.00,-122.056,510.008,187.022,-87.750,0.011,180.000
956702436.586950,66.794,14.97,-122.143,509.912,187.056,-87.796,0.012,180.000
956702436.653490,66.540,15.03,-122.238,509.798,187.090,-87.845,0.011,180.000
956702436.720159,66.669,15.00,-122.332,509.691,187.129,-87.897,0.012,180.000
956702436.786827,66.668,15.00,-122.423,509.575,187.164,-87.947,0.011,180.000
956702436.853490,66.663,15.00,-122.514,509.466,187.200,-87.998,0.011,180.000
956702436.920157,66.667,15.00,-122.607,509.346,187.239,-88.050,0.011,180.000
956702436.986831,66.674,15.00,-122.693,509.235,187.274,-88.101,0.011,180.000
956702437.053494,66.663,15.00,-122.782,509.117,187.312,-88.152,0.011,180.000
956702437.120158,66.664,15.00,-122.870,509.000,187.352,-88.204,0.011,180.000
956702437.186829,66.671,15.00,-122.957,508.881,187.389,-88.256,0.011,180.000
956702437.253489,66.660,15.00,-123.043,508.759,187.428,-88.309,0.011,180.000
956702437.320158,66.669,15.00,-123.127,508.640,187.466,-88.361,0.011,180.000
956702437.386826,66.668,15.00,-123.209,508.522,187.502,-88.410,0.011,180.000
956702437.453493,66.667,15.00,-123.293,508.401,187.541,-88.464,0.011,180.000
956702437.520154,66.661,15.00,-123.375,508.274,187.581,-88.516,0.011,180.000
956702437.586827,66.673,15.00,-123.453,508.161,187.619,-88.565,0.011,180.000
956702437.653492,66.665,15.00,-123.533,508.038,187.656,-88.617,0.011,180.000
956702437.720159,66.667,15.00,-123.612,507.916,187.696,-88.670,0.011,180.000
956702437.786831,66.672,15.00,-123.688,507.801,187.736,-88.721,0.011,180.000
956702437.853494,66.663,15.00,-123.768,507.676,187.776,-88.775,0.011,180.000
956702437.920157,66.663,15.00,-123.847,507.560,187.818,-88.828,0.012,180.000
956702437.986832,66.675,15.00,-123.923,507.438,187.857,-88.880,0.012,180.000
956702438.053519,66.687,15.00,-124.000,507.315,187.896,-88.936,0.011,180.000
956702438.120169,66.650,15.00,-124.078,507.193,187.934,-88.991,0.011,180.000
956702438.186828,66.659,15.00,-124.153,507.078,187.973,-89.045,0.011,180.000
956702438.253492,66.664,15.00,-124.233,506.957,188.014,-89.101,0.011,180.000
956702438.320158,66.666,15.00,-124.312,506.830,188.055,-89.158,0.011,180.000
956702438.386830,66.672,15.00,-124.387,506.719,188.096,-89.214,0.011,180.000
956702438.453494,66.664,15.00,-124.466,506.594,188.138,-89.272,0.011,180.000
956702438.520157,66.663,15.00,-124.546,506.472,188.179,-89.332,0.011,180.000
956702438.586836,66.679,15.00,-124.623,506.356,188.220,-89.390,0.011,180.000
956702438.653493,66.657,15.00,-124.704,506.233,188.262,-89.453,0.011,180.000
956702438.720156,66.663,15.00,-124.784,506.114,188.305,-89.514,0.011,180.000
956702438.788173,68.017,14.70,-124.863,505.991,188.347,-89.575,0.011,180.000
956702438.853493,65.320,15.31,-124.942,505.878,188.389,-89.637,0.012,180.000
956702438.920158,66.665,15.00,-125.023,505.755,188.434,-89.700,0.012,180.000
956702438.986853,66.695,14.99,-125.098,505.644,188.474,-89.761,0.012,180.000
956702439.053497,66.644,15.01,-125.174,505.530,188.513,-89.822,0.011,180.000
956702439.120206,66.709,14.99,-125.255,505.413,188.558,-89.888,0.011,179.999
956702439.186830,66.624,15.01,-125.332,505.300,188.600,-89.952,0.011,179.999
956702439.253493,66.663,15.00,-125.413,505.183,188.647,-90.020,0.012,179.999
956702439.320159,66.666,15.00,-125.494,505.066,188.694,-90.089,0.012,179.999
956702439.386851,66.692,14.99,-125.571,504.948,188.740,-90.157,0.012,179.999
956702439.453491,66.640,15.01,-125.653,504.836,188.788,-90.229,0.012,179.999
956702439.520160,66.669,15.00,-125.735,504.713,188.835,-90.303,0.011,179.999
956702439.586829,66.669,15.00,-125.812,504.596,188.887,-90.379,0.012,179.999
956702439.653493,66.664,15.00,-125.895,504.476,188.944,-90.459,0.012,179.999
956702439.720163,66.670,15.00,-125.972,504.360,188.998,-90.540,0.012,179.999
956702439.786828,66.665,15.00,-126.045,504.251,189.052,-90.619,0.012,179.999
956702439.853491,66.663,15.00,-126.116,504.140,189.112,-90.704,0.012,179.999
956702439.920162,66.671,15.00,-126.184,504.026,189.174,-90.795,0.012,179.999
956702439.986831,66.669,15.00,-126.243,503.924,189.236,-90.883,0.012,179.999
956702440.055490,68.659,14.56,-126.306,503.812,189.311,-90.986,0.012,179.999
956702440.120563,65.073,15.37,-126.360,503.696,189.388,-91.095,0.011,179.999
956702440.189217,68.654,14.57,-126.406,503.589,189.478,-91.213,0.011,179.999
956702440.253496,64.279,15.56,-126.441,503.482,189.573,-91.336,0.012,179.999
956702440.320162,66.666,15.00,-126.467,503.377,189.678,-91.471,0.011,179.999
956702440.386836,66.674,15.00,-126.476,503.283,189.786,-91.609,0.011,179.999
956702440.453496,66.660,15.00,-126.472,503.193,189.906,-91.757,0.011,179.999
956702440.520160,66.664,15.00,-126.455,503.112,190.032,-91.910,0.011,179.999
956702440.586829,66.669,15.00,-126.423,503.043,190.154,-92.059,0.011,179.999
956702440.653506,66.677,15.00,-126.376,502.983,190.285,-92.215,0.011,179.999
956702440.720164,66.658,15.00,-126.318,502.940,190.416,-92.369,0.011,179.999
956702440.786833,66.669,15.00,-126.248,502.910,190.537,-92.512,0.011,179.999
956702440.853494,66.661,15.00,-126.163,502.900,190.660,-92.652,0.011,179.999
956702440.920164,66.670,15.00,-126.065,502.905,190.772,-92.777,0.011,179.999
956702440.986837,66.673,15.00,-125.963,502.929,190.867,-92.878,0.011,179.999
956702441.053496,66.659,15.00,-125.851,502.972,190.955,-92.965,0.011,179.999
956702441.120162,66.666,15.00,-125.736,503.021,191.033,-93.038,0.011,179.999
956702441.186834,66.672,15.00,-125.623,503.072,191.099,-93.096,0.011,179.999
956702441.253495,66.661,15.00,-125.503,503.138,191.163,-93.148,0.011,179.999
956702441.320165,66.670,15.00,-125.382,503.201,191.219,-93.191,0.011,179.999
956702441.386832,66.667,15.00,-125.266,503.261,191.269,-93.228,0.011,179.999
956702441.453497,66.665,15.00,-125.143,503.331,191.319,-93.262,0.011,179.999
956702441.520164,66.667,15.00,-125.021,503.398,191.368,-93.293,0.011,179.999
956702441.586832,66.668,15.00,-124.904,503.468,191.413,-93.320,0.011,179.999
956702441.655514,68.682,14.56,-124.774,503.540,191.461,-93.348,0.011,179.999
956702441.720161,64.647,15.47,-124.653,503.604,191.506,-93.373,0.011,179.999
956702441.786834,66.673,15.00,-124.534,503.672,191.548,-93.396,0.011,179.999
956702441.853499,66.665,15.00,-124.412,503.745,191.592,-93.420,0.011,179.999
956702441.920168,66.669,15.00,-124.289,503.815,191.637,-93.444,0.011,179.999
956702441.986832,66.664,15.00,-124.167,503.880,191.683,-93.469,0.012,179.999
956702442.053495,66.663,15.00,-124.044,503.953,191.728,-93.494,0.012,179.999
956702442.120164,66.669,15.00,-123.921,504.019,191.775,-93.521,0.012,179.999
956702442.186837,66.673,15.00,-123.795,504.091,191.823,-93.551,0.012,179.999
956702442.253500,66.663,15.00,-123.680,504.152,191.872,-93.581,0.012,179.999
956702442.320166,66.666,15.00,-123.557,504.215,191.923,-93.617,0.012,179.999
956702442.386835,66.669,15.00,-123.440,504.276,191.977,-93.656,0.012,179.999
956702442.453498,66.663,15.00,-123.321,504.334,192.040,-93.704,0.012,179.999
956702442.520166,66.668,15.00,-123.201,504.394,192.108,-93.762,0.012,179.999
956702442.586832,66.666,15.00,-123.088,504.443,192.181,-93.828,0.013,179.999
956702442.653498,66.666,15.00,-122.976,504.483,192.262,-93.911,0.012,179.999
956702442.720168,66.670,15.00,-122.864,504.516,192.363,-94.014,0.012,179.999
956702442.786838,66.670,15.00,-122.770,504.533,192.467,-94.127,0.012,179.999
956702442.853497,66.659,15.00,-122.687,504.536,192.589,-94.262,0.012,179.999
956702442.920162,66.665,15.00,-122.624,504.515,192.725,-94.413,0.012,179.999
956702442.986834,66.672,15.00,-122.590,504.479,192.860,-94.565,0.012,179.999
956702443.053498,66.664,15.00,-122.579,504.428,192.991,-94.712,0.012,179.998
956702443.120163,66.665,15.00,-122.593,504.365,193.123,-94.863,0.012,179.998
956702443.186834,66.671,15.00,-122.625,504.293,193.246,-95.001,0.012,179.998
956702443.253498,66.664,15.00,-122.671,504.216,193.365,-95.136,0.012,179.998
956702443.320165,66.667,15.00,-122.729,504.133,193.478,-95.264,0.012,179.998
956702443.386835,66.670,15.00,-122.792,504.054,193.580,-95.381,0.012,179.998
956702443.453499,66.664,15.00,-122.864,503.975,193.683,-95.498,0.012,179.998
956702443.520164,66.665,15.00,-122.941,503.891,193.781,-95.611,0.012,179.998
956702443.586841,66.677,15.00,-123.020,503.809,193.874,-95.717,0.012,179.998
956702443.653501,66.660,15.00,-123.107,503.731,193.970,-95.827,0.012,179.998
956702443.720169,66.668,15.00,-123.194,503.651,194.063,-95.932,0.012,179.998
956702443.786836,66.667,15.00,-123.281,503.575,194.147,-96.029,0.012,179.998
956702443.853500,66.664,15.00,-123.373,503.502,194.232,-96.127,0.012,179.998
956702443.920168,66.668,15.00,-123.468,503.423,194.320,-96.226,0.012,179.998
956702443.986838,66.670,15.00,-123.562,503.348,194.400,-96.320,0.012,179.998
956702444.053504,66.666,15.00,-123.659,503.275,194.484,-96.417,0.011,179.998
956702444.120167,66.663,15.00,-123.759,503.200,194.569,-96.512,0.012,179.998
956702444.186840,66.673,15.00,-123.855,503.132,194.646,-96.601,0.012,179.998
956702444.253501,66.661,15.00,-123.952,503.060,194.723,-96.690,0.011,179.998
956702444.320164,66.663,15.00,-124.056,502.990,194.800,-96.779,0.011,179.998
956702444.386837,66.673,15.00,-124.158,502.915,194.879,-96.870,0.011,179.998
956702444.453499,66.662,15.00,-124.263,502.843,194.957,-96.960,0.011,179.998
956702444.520164,66.665,15.00,-124.369,502.772,195.037,-97.050,0.011,179.998
956702444.586837,66.673,15.00,-124.471,502.707,195.113,-97.135,0.011,179.998
956702444.653501,66.664,15.00,-124.577,502.636,195.190,-97.225,0.011,179.998
956702444.720167,66.666,15.00,-124.685,502.570,195.269,-97.314,0.011,179.998
956702444.786838,66.671,15.00,-124.789,502.503,195.344,-97.400,0.011,179.998
956702444.853500,66.662,15.00,-124.897,502.439,195.425,-97.490,0.011,179.998
956702444.920170,66.670,15.00,-125.005,502.378,195.504,-97.581,0.011,179.998
956702444.986840,66.670,15.00,-125.109,502.316,195.583,-97.668,0.011,179.998
956702445.053501,66.661,15.00,-125.219,502.254,195.666,-97.760,0.011,179.998
956702445.120168,66.667,15.00,-125.330,502.194,195.747,-97.852,0.011,179.998
956702445.186860,66.692,14.99,-125.434,502.139,195.826,-97.941,0.011,179.998
956702445.253504,66.644,15.01,-125.544,502.084,195.909,-98.035,0.011,179.998
956702445.320169,66.665,15.00,-125.655,502.027,195.996,-98.130,0.011,179.998
956702445.386834,66.665,15.00,-125.761,501.977,196.078,-98.222,0.011,179.998
956702445.453500,66.666,15.00,-125.872,501.925,196.163,-98.319,0.011,179.998
956702445.520166,66.666,15.00,-125.982,501.873,196.252,-98.417,0.011,179.998
956702445.586836,66.670,15.00,-126.089,501.827,196.338,-98.514,0.011,179.998
956702445.653499,66.663,15.00,-126.202,501.779,196.431,-98.618,0.011,179.998
956702445.720168,66.669,15.00,-126.311,501.737,196.522,-98.720,0.011,179.998
956702445.786837,66.669,15.00,-126.416,501.698,196.611,-98.820,0.011,179.998
956702445.853504,66.667,15.00,-126.525,501.662,196.705,-98.925,0.011,179.998
956702445.920167,66.663,15.00,-126.635,501.627,196.801,-99.032,0.011,179.998
956702445.986840,66.673,15.00,-126.740,501.597,196.895,-99.137,0.011,179.998
956702446.053503,66.663,15.00,-126.850,501.566,196.997,-99.251,0.011,179.998
956702446.120169,66.666,15.00,-126.955,501.538,197.099,-99.363,0.011,179.998
956702446.186837,66.668,15.00,-127.057,501.514,197.197,-99.472,0.011,179.998
956702446.253504,66.667,15.00,-127.161,501.493,197.301,-99.588,0.011,179.998
956702446.320172,66.668,15.00,-127.265,501.473,197.406,-99.706,0.011,179.998
956702446.386836,66.664,15.00,-127.363,501.457,197.509,-99.821,0.011,179.998
956702446.453500,66.664,15.00,-127.463,501.443,197.618,-99.942,0.011,179.998
956702446.520167,66.667,15.00,-127.561,501.432,197.729,-100.066,0.011,179.997
956702446.586837,66.670,15.00,-127.655,501.424,197.840,-100.187,0.011,179.997
956702446.653502,66.665,15.00,-127.750,501.418,197.950,-100.312,0.011,179.997
956702446.720170,66.668,15.00,-127.836,501.420,198.058,-100.433,0.010,179.997
956702446.786838,66.668,15.00,-127.923,501.424,198.170,-100.559,0.010,179.997
956702446.853499,66.661,15.00,-128.012,501.428,198.290,-100.692,0.010,179.997
956702446.920170,66.671,15.00,-128.099,501.443,198.410,-100.827,0.010,179.997
956702446.986837,66.667,15.00,-128.180,501.456,198.526,-100.958,0.010,179.997
956702447.053503,66.666,15.00,-128.261,501.470,198.649,-101.096,0.010,179.997
956702447.120167,66.664,15.00,-128.341,501.496,198.772,-101.236,0.010,179.997
956702447.186836,66.669,15.00,-128.415,501.523,198.894,-101.372,0.010,179.997
956702447.253500,66.664,15.00,-128.491,501.554,199.023,-101.518,0.010,179.997
956702447.320167,66.667,15.00,-128.561,501.589,199.151,-101.663,0.010,179.997
956702447.386839,66.672,15.00,-128.629,501.628,199.277,-101.807,0.010,179.997
956702447.453502,66.663,15.00,-128.695,501.667,199.409,-101.957,0.010,179.997
956702447.520171,66.669,15.00,-128.757,501.713,199.536,-102.102,0.010,179.997
956702447.586838,66.667,15.00,-128.816,501.758,199.658,-102.240,0.010,179.997
956702447.653506,66.668,15.00,-128.872,501.801,199.780,-102.382,0.010,179.997
956702447.720168,66.662,15.00,-128.928,501.854,199.910,-102.530,0.010,179.997
956702447.786837,66.669,15.00,-128.981,501.911,200.037,-102.677,0.010,179.997
956702447.853499,66.662,15.00,-129.031,501.963,200.168,-102.829,0.010,179.997
956702447.920167,66.668,15.00,-129.083,502.028,200.297,-102.977,0.010,179.997
956702447.986839,66.672,15.00,-129.127,502.083,200.422,-103.123,0.009,179.997
956702448.053501,66.662,15.00,-129.172,502.146,200.546,-103.270,0.009,179.997
956702448.120169,66.668,15.00,-129.215,502.212,200.674,-103.418,0.010,179.997
956702448.186841,66.672,15.00,-129.256,502.275,200.795,-103.559,0.010,179.997
956702448.253500,66.659,15.00,-129.297,502.344,200.920,-103.705,0.010,179.997
956702448.320169,66.669,15.00,-129.334,502.403,201.037,-103.845,0.010,179.997
956702448.386838,66.669,15.00,-129.368,502.468,201.148,-103.977,0.009,179.997
956702448.453503,66.665,15.00,-129.405,502.535,201.272,-104.124,0.009,179.997
956702448.520169,66.666,15.00,-129.441,502.609,201.398,-104.273,0.010,179.997
956702448.586838,66.669,15.00,-129.476,502.682,201.521,-104.419,0.010,179.997
956702448.653504,66.666,15.00,-129.509,502.756,201.645,-104.566,0.010,179.997
956702448.720173,66.669,15.00,-129.542,502.831,201.768,-104.715,0.009,179.997
956702448.786839,66.666,15.00,-129.574,502.907,201.890,-104.860,0.009,179.997
956702448.853505,66.666,15.00,-129.605,502.983,202.011,-105.007,0.009,179.997
956702448.920168,66.663,15.00,-129.634,503.063,202.134,-105.156,0.009,179.997
956702448.986839,66.671,15.00,-129.664,503.139,202.252,-105.300,0.009,179.997
956702449.053503,66.664,15.00,-129.691,503.216,202.370,-105.440,0.009,179.997
956702449.120167,66.664,15.00,-129.716,503.294,202.488,-105.584,0.009,179.997
956702449.186841,66.674,15.00,-129.744,503.373,202.608,-105.729,0.009,179.997
956702449.253506,66.665,15.00,-129.769,503.453,202.726,-105.873,0.009,179.997
956702449.320173,66.667,15.00,-129.792,503.532,202.839,-106.010,0.009,179.997
956702449.386840,66.667,15.00,-129.816,503.612,202.955,-106.150,0.009,179.997
956702449.453508,66.668,15.00,-129.839,503.695,203.075,-106.297,0.009,179.997
956702449.520171,66.663,15.00,-129.863,503.778,203.195,-106.443,0.009,179.997
956702449.586841,66.670,15.00,-129.884,503.858,203.310,-106.583,0.009,179.997
956702449.653505,66.664,15.00,-129.906,503.943,203.432,-106.731,0.009,179.997
956702449.720172,66.667,15.00,-129.928,504.040,203.567,-106.898,0.009,179.997
956702449.786843,66.671,15.00,-129.947,504.112,203.669,-107.023,0.009,179.997
