t_epoch_s,dt_ms,hz,x_mm,y_mm,z_mm,rz_deg,ry_deg,rx_deg
956789157.161460,-75.817,550.409,199.695,-107.810,0.011,179.997
956789157.227453,-75.696,550.501,199.717,-107.852,0.011,179.997
956789157.294526,-75.572,550.596,199.739,-107.896,0.011,179.997
956789157.360481,-75.452,550.687,199.760,-107.937,0.011,179.997
956789157.427478,-75.328,550.781,199.783,-107.980,0.011,179.997
956789157.494535,-75.204,550.874,199.806,-108.023,0.012,179.997
956789157.560477,-75.083,550.967,199.828,-108.066,0.012,179.997
956789157.627479,-74.959,551.062,199.850,-108.109,0.012,179.997
956789157.693621,-74.837,551.156,199.871,-108.152,0.012,179.997
956789157.761460,-74.710,551.251,199.893,-108.196,0.012,179.997
956789157.827491,-74.589,551.343,199.914,-108.238,0.012,179.997
956789157.894500,-74.464,551.437,199.936,-108.281,0.012,179.997
956789157.962529,-74.338,551.534,199.960,-108.326,0.012,179.997
956789158.027493,-74.218,551.627,199.978,-108.367,0.012,179.997
956789158.094497,-74.094,551.720,200.001,-108.411,0.012,179.997
956789158.161579,-73.969,551.815,200.020,-108.454,0.011,179.997
956789158.227508,-73.852,551.905,200.040,-108.495,0.011,179.997
956789158.293527,-73.730,551.999,200.062,-108.538,0.011,179.997
956789158.360477,-73.607,552.093,200.084,-108.580,0.011,179.997
956789158.427479,-73.483,552.187,200.105,-108.623,0.011,179.997
956789158.494502,-73.358,552.281,200.127,-108.667,0.011,179.997
956789158.561477,-73.234,552.377,200.149,-108.710,0.012,179.997
956789158.627471,-73.113,552.470,200.171,-108.753,0.011,179.997
956789158.694560,-72.989,552.567,200.192,-108.796,0.011,179.997
956789158.760490,-72.866,552.659,200.215,-108.838,0.012,179.997
956789158.827471,-72.741,552.753,200.237,-108.882,0.012,179.997
956789158.893443,-72.619,552.847,200.258,-108.924,0.012,179.997
956789158.960478,-72.494,552.944,200.282,-108.967,0.012,179.997
956789159.026456,-72.371,553.039,200.303,-109.010,0.012,179.997
956789159.094489,-72.244,553.134,200.325,-109.054,0.012,179.997
956789159.160482,-72.121,553.228,200.347,-109.097,0.012,179.997
956789159.227509,-71.996,553.322,200.370,-109.140,0.012,179.997
956789159.293527,-71.874,553.417,200.392,-109.183,0.012,179.996
956789159.360491,-71.748,553.514,200.414,-109.226,0.012,179.996
956789159.427590,-71.623,553.607,200.435,-109.269,0.012,179.996
956789159.495586,-71.496,553.704,200.457,-109.314,0.012,179.996
956789159.560488,-71.375,553.796,200.478,-109.355,0.012,179.997
956789159.627484,-71.252,553.892,200.499,-109.399,0.012,179.997
956789244.507688,-126.996,512.521,190.744,-90.000,0.010,179.999
956789244.597092,-126.996,512.521,190.744,-90.000,0.010,179.999
956789244.662755,-126.960,512.561,190.839,-90.035,0.010,179.999
956789244.729864,-126.896,512.626,190.970,-90.087,0.010,179.999
956789244.795165,-126.822,512.691,191.087,-90.139,0.011,179.999
956789244.862736,-126.728,512.761,191.200,-90.194,0.011,179.999
956789244.929675,-126.627,512.829,191.294,-90.247,0.011,179.999
956789244.995617,-126.517,512.902,191.378,-90.300,0.011,179.999
956789245.063550,-126.397,512.981,191.449,-90.353,0.011,179.999
956789245.129665,-126.277,513.057,191.509,-90.403,0.011,179.999
956789245.195608,-126.154,513.135,191.559,-90.453,0.011,179.999
956789245.263508,-126.024,513.220,191.604,-90.502,0.011,179.999
956789245.328547,-125.902,513.302,191.641,-90.548,0.011,179.999
956789245.396604,-125.772,513.390,191.675,-90.596,0.011,179.999
956789245.462638,-125.645,513.476,191.704,-90.642,0.011,179.999
956789245.528555,-125.519,513.565,191.730,-90.687,0.011,179.999
956789245.596587,-125.389,513.656,191.755,-90.734,0.011,179.999
956789245.661515,-125.267,513.743,191.776,-90.777,0.011,179.999
956789245.729549,-125.137,513.837,191.798,-90.822,0.011,179.999
956789245.801726,-124.996,513.937,191.821,-90.871,0.011,179.999
956789245.862907,-124.886,514.016,191.838,-90.910,0.011,179.999
956789245.930733,-124.760,514.109,191.855,-90.954,0.011,179.999
956789245.995415,-124.640,514.195,191.873,-90.996,0.011,179.999
956789246.063442,-124.508,514.291,191.892,-91.042,0.011,179.999
956789246.129574,-124.384,514.384,191.909,-91.085,0.011,179.999
956789246.195615,-124.259,514.473,191.927,-91.128,0.011,179.999
956789246.263524,-124.131,514.568,191.943,-91.173,0.011,179.999
956789246.329519,-124.007,514.661,191.959,-91.216,0.011,179.999
956789246.395599,-123.882,514.751,191.974,-91.259,0.011,179.999
956789246.463665,-123.754,514.845,191.990,-91.303,0.011,179.999
956789246.528675,-123.634,514.934,192.006,-91.345,0.011,179.999
956789246.596575,-123.507,515.025,192.022,-91.388,0.011,179.999
956789246.661510,-123.384,515.115,192.038,-91.430,0.011,179.999
956789246.730669,-123.254,515.212,192.056,-91.475,0.011,179.999
956789246.796624,-123.129,515.302,192.071,-91.518,0.011,179.999
956789246.865609,-122.999,515.398,192.089,-91.563,0.011,179.999
956789246.930483,-122.876,515.489,192.105,-91.605,0.011,179.999
956789246.995595,-122.753,515.576,192.122,-91.647,0.011,179.999
956789247.062614,-122.626,515.668,192.139,-91.690,0.011,179.999
956789247.130660,-122.498,515.763,192.156,-91.734,0.011,179.999
956789247.196504,-122.377,515.848,192.171,-91.775,0.011,179.999
956789247.262498,-122.254,515.937,192.187,-91.817,0.011,179.999
956789247.331637,-122.123,516.033,192.204,-91.861,0.011,179.999
956789247.397618,-121.998,516.123,192.220,-91.904,0.011,179.999
956789247.464185,-121.873,516.213,192.236,-91.946,0.011,179.999
956789247.530645,-121.746,516.307,192.252,-91.989,0.011,179.999
956789247.595588,-121.625,516.392,192.268,-92.030,0.011,179.999
956789247.663568,-121.496,516.486,192.287,-92.074,0.012,179.999
956789247.730565,-121.369,516.578,192.302,-92.117,0.011,179.999
956789247.796561,-121.243,516.667,192.317,-92.160,0.011,179.999
956789247.864519,-121.114,516.761,192.334,-92.204,0.011,179.999
956789247.929499,-120.991,516.851,192.350,-92.245,0.012,179.999
956789247.995575,-120.866,516.940,192.368,-92.288,0.012,179.999
956789248.063582,-120.736,517.033,192.387,-92.332,0.012,179.999
956789248.129554,-120.611,517.125,192.404,-92.374,0.012,179.999
956789248.196466,-120.484,517.215,192.421,-92.417,0.012,179.999
956789248.263506,-120.356,517.307,192.438,-92.460,0.012,179.999
956789248.329666,-120.231,517.399,192.456,-92.503,0.012,179.999
956789248.396460,-120.103,517.489,192.472,-92.546,0.012,179.999
956789248.464571,-119.973,517.582,192.491,-92.590,0.012,179.999
956789248.529489,-119.858,517.666,192.506,-92.629,0.012,179.999
956789248.596509,-119.731,517.756,192.523,-92.672,0.012,179.999
956789248.662594,-119.605,517.846,192.540,-92.714,0.012,179.999
956789248.729460,-119.477,517.939,192.558,-92.758,0.013,179.999
956789248.796462,-119.349,518.029,192.573,-92.801,0.012,179.999
956789248.862730,-119.224,518.119,192.589,-92.843,0.012,179.999
956789248.929529,-119.098,518.209,192.607,-92.886,0.012,179.999
956789248.996566,-118.970,518.300,192.623,-92.929,0.012,179.999
956789249.063496,-118.842,518.390,192.641,-92.972,0.012,179.999
956789249.129471,-118.716,518.481,192.658,-93.014,0.012,179.999
956789249.196516,-118.588,518.571,192.675,-93.058,0.012,179.999
956789249.263565,-118.460,518.662,192.693,-93.101,0.012,179.999
956789249.328494,-118.338,518.750,192.709,-93.142,0.012,179.999
956789249.396415,-118.208,518.842,192.727,-93.186,0.012,179.999
956789249.462609,-118.084,518.931,192.743,-93.228,0.012,179.999
956789249.529409,-117.956,519.023,192.762,-93.272,0.012,179.999
956789249.596602,-117.825,519.114,192.780,-93.316,0.012,179.999
956789249.662578,-117.701,519.203,192.796,-93.358,0.012,179.999
956789249.729511,-117.573,519.295,192.815,-93.401,0.012,179.999
956789249.799585,-117.439,519.390,192.834,-93.447,0.012,179.999
956789249.863655,-117.318,519.475,192.849,-93.487,0.012,179.999
956789249.929535,-117.194,519.564,192.867,-93.529,0.012,179.999
956789249.997512,-117.072,519.651,192.884,-93.571,0.012,179.999
956789250.063522,-116.948,519.740,192.901,-93.613,0.012,179.999
956789250.130480,-116.821,519.831,192.920,-93.656,0.012,179.999
956789250.196499,-116.697,519.919,192.938,-93.698,0.012,179.999
956789250.262518,-116.572,520.009,192.956,-93.741,0.012,179.999
956789250.329454,-116.446,520.100,192.975,-93.784,0.012,179.999
956789250.396599,-116.319,520.193,192.990,-93.827,0.012,179.999
956789250.462530,-116.195,520.285,193.008,-93.869,0.012,179.999
956789250.529454,-116.066,520.378,193.025,-93.913,0.012,179.999
956789250.595509,-115.940,520.471,193.043,-93.956,0.012,179.999
956789250.662713,-115.813,520.565,193.061,-93.999,0.012,179.999
956789250.729394,-115.688,520.654,193.079,-94.042,0.012,179.999
956789250.795571,-115.564,520.745,193.098,-94.084,0.012,179.999
956789250.862615,-115.437,520.839,193.116,-94.127,0.012,179.999
956789250.929473,-115.310,520.929,193.135,-94.170,0.012,179.999
956789250.995511,-115.183,521.022,193.152,-94.213,0.012,179.999
956789251.063450,-115.054,521.116,193.171,-94.257,0.012,179.999
956789251.131565,-114.925,521.208,193.190,-94.301,0.012,179.999
956789251.200747,-114.798,521.300,193.208,-94.344,0.012,179.999
956789251.265642,-114.682,521.386,193.225,-94.384,0.012,179.999
956789251.329455,-114.567,521.468,193.241,-94.423,0.012,179.999
956789251.396463,-114.440,521.560,193.258,-94.466,0.012,179.999
956789251.463687,-114.313,521.654,193.277,-94.509,0.012,179.999
956789251.528496,-114.194,521.738,193.295,-94.550,0.012,179.999
956789251.596458,-114.065,521.832,193.313,-94.594,0.012,179.999
956789251.663674,-113.936,521.926,193.332,-94.638,0.012,179.999
956789251.729586,-113.810,522.015,193.349,-94.680,0.012,179.999
956789251.796525,-113.685,522.105,193.368,-94.723,0.012,179.999
956789251.862492,-113.560,522.196,193.386,-94.765,0.012,179.999
956789251.930434,-113.431,522.288,193.405,-94.809,0.012,179.999
956789251.997489,-113.303,522.380,193.425,-94.852,0.012,179.999
956789252.062545,-113.182,522.469,193.442,-94.894,0.012,179.999
956789252.130466,-113.052,522.561,193.462,-94.938,0.013,179.999
956789252.197610,-112.925,522.653,193.481,-94.981,0.013,179.999
956789252.262467,-112.804,522.742,193.498,-95.022,0.013,179.999
956789252.330424,-112.674,522.834,193.518,-95.066,0.013,179.999
956789252.397617,-112.546,522.925,193.537,-95.110,0.013,179.999
956789252.462479,-112.425,523.014,193.554,-95.151,0.013,179.998
956789252.530549,-112.293,523.111,193.573,-95.196,0.013,179.998
956789252.596552,-112.180,523.191,193.589,-95.234,0.013,179.998
956789252.662527,-112.056,523.282,193.606,-95.276,0.013,179.998
956789252.730468,-111.926,523.376,193.626,-95.321,0.013,179.998
956789252.795603,-111.805,523.466,193.641,-95.362,0.013,179.998
956789252.862537,-111.679,523.557,193.659,-95.405,0.013,179.998
956789252.930482,-111.549,523.651,193.679,-95.449,0.013,179.999
956789252.995490,-111.427,523.741,193.696,-95.491,0.013,179.999
956789253.063501,-111.302,523.832,193.714,-95.534,0.013,179.998
956789253.130471,-111.178,523.922,193.732,-95.577,0.012,179.999
956789253.196488,-111.054,524.014,193.750,-95.619,0.013,179.998
956789253.263541,-110.928,524.104,193.768,-95.662,0.012,179.999
956789253.332529,-110.796,524.200,193.789,-95.707,0.013,179.998
956789253.399480,-110.669,524.292,193.805,-95.750,0.012,179.998
956789253.464481,-110.548,524.379,193.823,-95.791,0.012,179.998
956789253.530496,-110.423,524.469,193.843,-95.834,0.013,179.998
956789253.596517,-110.299,524.559,193.858,-95.876,0.012,179.998
956789253.664523,-110.171,524.654,193.877,-95.920,0.012,179.998
956789253.729462,-110.049,524.745,193.896,-95.961,0.012,179.998
956789253.796481,-109.923,524.836,193.914,-96.004,0.012,179.998
956789253.865571,-109.792,524.932,193.934,-96.049,0.012,179.998
956789253.930532,-109.670,525.023,193.953,-96.091,0.012,179.998
956789253.996528,-109.546,525.113,193.970,-96.133,0.012,179.998
956789254.063533,-109.424,525.202,193.988,-96.175,0.012,179.998
956789254.129458,-109.299,525.295,194.008,-96.217,0.013,179.998
956789254.197458,-109.171,525.388,194.028,-96.261,0.013,179.998
956789254.263524,-109.046,525.478,194.046,-96.303,0.013,179.998
956789254.329466,-108.922,525.569,194.065,-96.346,0.013,179.998
956789254.396623,-108.795,525.661,194.084,-96.389,0.013,179.998
956789254.462534,-108.671,525.752,194.103,-96.431,0.013,179.998
956789254.528627,-108.546,525.842,194.121,-96.474,0.013,179.998
956789254.596418,-108.417,525.935,194.141,-96.518,0.013,179.998
956789254.662576,-108.290,526.026,194.160,-96.561,0.013,179.998
956789254.729546,-108.161,526.120,194.179,-96.605,0.013,179.998
956789254.796404,-108.035,526.214,194.197,-96.649,0.013,179.998
956789254.862524,-107.910,526.306,194.215,-96.691,0.012,179.998
956789254.929454,-107.783,526.398,194.235,-96.734,0.013,179.998
956789254.995479,-107.658,526.489,194.253,-96.776,0.013,179.998
956789255.062567,-107.531,526.582,194.272,-96.820,0.013,179.998
956789255.131514,-107.400,526.678,194.292,-96.864,0.013,179.998
956789255.197354,-107.279,526.766,194.309,-96.906,0.013,179.998
956789255.263608,-107.158,526.856,194.328,-96.947,0.013,179.998
956789255.329525,-107.033,526.945,194.346,-96.990,0.013,179.998
956789255.395604,-106.913,527.033,194.364,-97.031,0.012,179.998
956789255.462524,-106.790,527.124,194.384,-97.074,0.013,179.998
956789255.530452,-106.660,527.216,194.404,-97.118,0.013,179.998
956789255.595500,-106.539,527.304,194.421,-97.159,0.013,179.998
956789255.662542,-106.412,527.398,194.440,-97.203,0.013,179.998
956789255.730468,-106.282,527.492,194.460,-97.247,0.013,179.998
956789255.795493,-106.161,527.583,194.477,-97.288,0.013,179.998
956789255.862610,-106.036,527.674,194.497,-97.332,0.013,179.998
956789255.930490,-105.907,527.769,194.515,-97.376,0.012,179.998
956789255.995532,-105.785,527.860,194.535,-97.417,0.013,179.998
956789256.063504,-105.656,527.953,194.551,-97.461,0.012,179.998
956789256.129488,-105.532,528.044,194.571,-97.504,0.013,179.998
956789256.195489,-105.407,528.138,194.591,-97.547,0.013,179.998
956789256.262495,-105.279,528.231,194.612,-97.591,0.013,179.998
956789256.328494,-105.156,528.322,194.629,-97.633,0.013,179.998
956789256.395488,-105.030,528.414,194.648,-97.676,0.013,179.998
956789256.465515,-104.898,528.512,194.668,-97.721,0.013,179.998
956789256.530533,-104.777,528.603,194.687,-97.762,0.013,179.998
956789256.596574,-104.653,528.694,194.706,-97.805,0.013,179.998
956789256.663544,-104.527,528.787,194.726,-97.848,0.013,179.998
956789256.728526,-104.406,528.877,194.744,-97.889,0.013,179.998
956789256.795480,-104.282,528.967,194.764,-97.932,0.013,179.998
956789256.863515,-104.152,529.063,194.785,-97.976,0.013,179.998
956789256.928474,-104.030,529.153,194.800,-98.018,0.013,179.998
956789256.996502,-103.900,529.247,194.820,-98.063,0.013,179.998
956789257.062528,-103.776,529.337,194.840,-98.105,0.013,179.998
956789257.128446,-103.650,529.431,194.860,-98.148,0.013,179.998
956789257.196474,-103.520,529.527,194.879,-98.193,0.013,179.998
956789257.262493,-103.394,529.622,194.898,-98.236,0.013,179.998
956789257.329504,-103.266,529.715,194.918,-98.280,0.013,179.998
956789257.395510,-103.139,529.808,194.938,-98.323,0.013,179.998
956789257.461444,-103.017,529.899,194.957,-98.365,0.013,179.998
956789257.529462,-102.889,529.993,194.976,-98.409,0.013,179.998
956789257.594501,-102.765,530.084,194.995,-98.451,0.013,179.998
956789257.661475,-102.641,530.175,195.014,-98.494,0.013,179.998
956789257.729496,-102.512,530.269,195.034,-98.538,0.013,179.998
956789257.795578,-102.388,530.358,195.054,-98.580,0.013,179.998
956789257.865538,-102.255,530.456,195.072,-98.626,0.012,179.998
956789257.928689,-102.139,530.542,195.090,-98.666,0.012,179.998
956789257.995532,-102.013,530.636,195.109,-98.709,0.012,179.998
956789258.062635,-101.884,530.730,195.130,-98.753,0.012,179.998
956789258.128466,-101.760,530.822,195.149,-98.796,0.012,179.998
956789258.195530,-101.631,530.917,195.169,-98.840,0.012,179.998
956789258.262499,-101.504,531.009,195.187,-98.883,0.012,179.998
956789258.328450,-101.380,531.100,195.206,-98.925,0.012,179.998
956789258.395488,-101.251,531.195,195.226,-98.969,0.012,179.998
956789258.462509,-101.126,531.287,195.246,-99.012,0.012,179.998
956789258.528436,-101.001,531.381,195.265,-99.054,0.012,179.998
956789258.595601,-100.875,531.473,195.285,-99.098,0.012,179.998
956789258.661443,-100.752,531.565,195.305,-99.140,0.013,179.998
956789258.728350,-100.625,531.659,195.323,-99.183,0.012,179.998
956789258.795680,-100.498,531.751,195.343,-99.226,0.012,179.998
956789258.861546,-100.375,531.841,195.362,-99.269,0.012,179.998
956789258.929431,-100.246,531.936,195.382,-99.313,0.012,179.998
956789258.994464,-100.125,532.023,195.401,-99.354,0.012,179.998
956789259.061478,-100.003,532.113,195.420,-99.397,0.012,179.998
956789259.132700,-99.867,532.214,195.441,-99.443,0.012,179.998
956789259.197549,-99.748,532.302,195.458,-99.484,0.012,179.998
956789259.262631,-99.627,532.393,195.478,-99.525,0.012,179.998
956789259.328459,-99.504,532.483,195.497,-99.568,0.012,179.998
956789259.395559,-99.377,532.577,195.517,-99.611,0.012,179.998
956789259.461454,-99.252,532.672,195.537,-99.654,0.012,179.998
956789259.528651,-99.127,532.763,195.557,-99.698,0.012,179.998
956789259.595408,-99.001,532.856,195.578,-99.741,0.012,179.998
956789259.661433,-98.876,532.949,195.597,-99.784,0.012,179.998
956789259.727515,-98.753,533.041,195.616,-99.826,0.012,179.998
956789259.795515,-98.625,533.138,195.635,-99.870,0.012,179.998
956789259.861467,-98.502,533.229,195.655,-99.912,0.012,179.998
956789259.928485,-98.377,533.323,195.675,-99.955,0.012,179.998
956789259.995494,-98.251,533.417,195.695,-99.999,0.012,179.998
956789260.061448,-98.128,533.506,195.714,-100.041,0.012,179.998
956789260.128452,-98.002,533.599,195.735,-100.084,0.012,179.998
956789260.194492,-97.876,533.693,195.753,-100.127,0.012,179.998
956789260.261460,-97.753,533.785,195.772,-100.170,0.012,179.998
956789260.328499,-97.627,533.880,195.792,-100.213,0.012,179.998
956789260.396457,-97.499,533.974,195.812,-100.257,0.012,179.998
956789260.465537,-97.367,534.073,195.833,-100.303,0.012,179.998
956789260.530560,-97.252,534.159,195.851,-100.342,0.012,179.998
956789260.595668,-97.131,534.248,195.870,-100.384,0.012,179.998
956789260.662521,-97.003,534.341,195.889,-100.427,0.012,179.998
956789260.728494,-96.879,534.433,195.908,-100.469,0.012,179.998
956789260.795390,-96.753,534.528,195.929,-100.513,0.012,179.998
956789260.862606,-96.627,534.622,195.948,-100.556,0.012,179.998
956789260.928476,-96.505,534.712,195.968,-100.598,0.012,179.998
956789260.995445,-96.377,534.806,195.988,-100.642,0.012,179.998
956789261.062495,-96.251,534.901,196.009,-100.685,0.012,179.998
956789261.128453,-96.129,534.990,196.029,-100.727,0.012,179.998
956789261.195453,-95.998,535.086,196.050,-100.771,0.012,179.998
956789261.262569,-95.870,535.182,196.072,-100.815,0.012,179.998
956789261.328465,-95.748,535.274,196.092,-100.857,0.012,179.998
956789261.395567,-95.622,535.370,196.109,-100.901,0.012,179.998
956789261.462722,-95.495,535.463,196.129,-100.944,0.012,179.998
956789261.528453,-95.371,535.555,196.148,-100.986,0.012,179.998
956789261.595466,-95.242,535.651,196.168,-101.030,0.012,179.998
956789261.662479,-95.116,535.742,196.187,-101.074,0.012,179.998
956789261.728459,-94.992,535.834,196.206,-101.116,0.011,179.998
956789261.796430,-94.865,535.929,196.228,-101.160,0.012,179.998
956789261.867549,-94.734,536.026,196.246,-101.205,0.011,179.998
956789261.928623,-94.631,536.102,196.262,-101.240,0.011,179.998
956789261.995499,-94.507,536.193,196.281,-101.283,0.011,179.998
956789262.061471,-94.385,536.285,196.301,-101.325,0.011,179.998
956789262.127465,-94.262,536.378,196.322,-101.367,0.012,179.998
956789262.195490,-94.135,536.472,196.343,-101.411,0.012,179.998
956789262.261473,-94.009,536.566,196.364,-101.454,0.012,179.998
956789262.327476,-93.886,536.658,196.384,-101.497,0.012,179.998
956789262.395528,-93.759,536.752,196.405,-101.541,0.012,179.998
956789262.461489,-93.637,536.842,196.424,-101.583,0.012,179.998
956789262.528449,-93.518,536.931,196.444,-101.623,0.012,179.998
956789262.595511,-93.391,537.027,196.465,-101.667,0.012,179.998
956789262.661467,-93.266,537.122,196.485,-101.710,0.012,179.998
956789262.728493,-93.142,537.214,196.505,-101.754,0.012,179.998
956789262.795517,-93.017,537.307,196.526,-101.797,0.012,179.998
956789262.861445,-92.894,537.400,196.548,-101.839,0.012,179.998
956789262.928472,-92.769,537.492,196.568,-101.882,0.012,179.998
956789262.995472,-92.641,537.587,196.590,-101.926,0.013,179.998
956789263.061456,-92.519,537.678,196.608,-101.969,0.012,179.998
956789263.132660,-92.385,537.779,196.629,-102.015,0.012,179.998
956789263.195545,-92.268,537.867,196.648,-102.055,0.012,179.998
956789263.261461,-92.145,537.959,196.668,-102.097,0.012,179.997
956789263.328476,-92.020,538.051,196.689,-102.141,0.012,179.998
956789263.397480,-91.890,538.149,196.709,-102.185,0.012,179.998
956789263.461486,-91.771,538.236,196.728,-102.226,0.012,179.998
956789263.529532,-91.644,538.330,196.750,-102.270,0.012,179.997
956789263.594555,-91.523,538.420,196.767,-102.312,0.012,179.998
956789263.661452,-91.397,538.514,196.787,-102.355,0.012,179.998
956789263.728498,-91.272,538.610,196.808,-102.398,0.012,179.997
956789263.794564,-91.153,538.699,196.827,-102.440,0.012,179.997
956789263.861476,-91.025,538.793,196.847,-102.483,0.012,179.997
956789263.928435,-90.900,538.888,196.867,-102.526,0.012,179.997
956789263.994557,-90.774,538.979,196.887,-102.569,0.012,179.997
956789264.061483,-90.646,539.073,196.907,-102.613,0.012,179.997
956789264.128456,-90.520,539.167,196.927,-102.657,0.012,179.997
956789264.194597,-90.399,539.259,196.946,-102.699,0.012,179.997
956789264.261447,-90.271,539.355,196.967,-102.742,0.012,179.997
956789264.328484,-90.147,539.446,196.989,-102.785,0.012,179.997
956789264.393524,-90.026,539.535,197.008,-102.827,0.012,179.997
956789264.462617,-89.893,539.633,197.028,-102.872,0.012,179.998
956789264.529470,-89.770,539.727,197.049,-102.915,0.012,179.997
956789264.594582,-89.663,539.803,197.066,-102.951,0.012,179.997
956789264.662524,-89.537,539.898,197.087,-102.995,0.012,179.997
956789264.728544,-89.414,539.990,197.106,-103.037,0.012,179.997
956789264.794480,-89.290,540.083,197.126,-103.080,0.012,179.998
956789264.860495,-89.166,540.174,197.147,-103.122,0.012,179.998
956789264.927503,-89.040,540.267,197.167,-103.166,0.012,179.998
956789264.993537,-88.916,540.359,197.186,-103.208,0.011,179.998
956789265.061511,-88.789,540.455,197.206,-103.252,0.011,179.998
956789265.127536,-88.665,540.548,197.226,-103.295,0.011,179.998
956789265.193532,-88.543,540.639,197.247,-103.337,0.011,179.998
956789265.260513,-88.419,540.734,197.268,-103.380,0.012,179.997
956789265.327460,-88.295,540.828,197.289,-103.423,0.012,179.997
956789265.394553,-88.168,540.921,197.310,-103.467,0.012,179.997
956789265.460481,-88.046,541.012,197.331,-103.509,0.012,179.997
956789265.527524,-87.922,541.106,197.352,-103.552,0.012,179.997
956789265.593506,-87.800,541.198,197.372,-103.595,0.012,179.997
956789265.660470,-87.675,541.294,197.392,-103.638,0.012,179.997
956789265.726481,-87.553,541.385,197.414,-103.680,0.012,179.997
956789265.796412,-87.424,541.482,197.435,-103.725,0.012,179.997
956789265.862601,-87.302,541.574,197.455,-103.767,0.012,179.997
956789265.927537,-87.182,541.662,197.474,-103.809,0.012,179.997
956789265.994680,-87.057,541.755,197.494,-103.852,0.012,179.997
956789266.060545,-86.935,541.847,197.514,-103.894,0.012,179.997
956789266.126486,-86.814,541.938,197.533,-103.936,0.012,179.997
956789266.194504,-86.687,542.034,197.555,-103.980,0.012,179.997
956789266.260459,-86.565,542.125,197.576,-104.022,0.012,179.997
956789266.327577,-86.440,542.219,197.595,-104.066,0.012,179.997
956789266.393496,-86.320,542.309,197.614,-104.107,0.012,179.997
956789266.460468,-86.197,542.402,197.635,-104.150,0.012,179.997
956789266.526501,-86.074,542.497,197.655,-104.192,0.012,179.997
956789266.593534,-85.949,542.590,197.677,-104.235,0.012,179.997
956789266.660463,-85.826,542.682,197.697,-104.278,0.012,179.997
956789266.727553,-85.701,542.777,197.717,-104.321,0.012,179.997
956789266.794500,-85.576,542.869,197.737,-104.364,0.012,179.997
956789266.860474,-85.453,542.961,197.757,-104.406,0.012,179.997
956789266.927573,-85.328,543.054,197.779,-104.450,0.012,179.997
956789266.993534,-85.207,543.145,197.799,-104.491,0.012,179.997
956789267.061475,-85.080,543.243,197.821,-104.535,0.012,179.997
956789267.129564,-84.952,543.337,197.843,-104.579,0.012,179.997
956789267.195516,-84.829,543.429,197.862,-104.622,0.012,179.997
956789267.262517,-84.706,543.522,197.883,-104.664,0.012,179.997
956789267.329500,-84.581,543.618,197.906,-104.708,0.012,179.997
956789267.394495,-84.462,543.707,197.925,-104.749,0.012,179.997
956789267.460484,-84.334,543.802,197.948,-104.793,0.012,179.997
956789267.527555,-84.211,543.896,197.966,-104.835,0.012,179.997
956789267.593464,-84.088,543.990,197.986,-104.878,0.012,179.997
956789267.660509,-83.964,544.081,198.006,-104.920,0.012,179.997
956789267.727505,-83.839,544.174,198.027,-104.964,0.012,179.997
956789267.793541,-83.715,544.266,198.049,-105.006,0.012,179.997
956789267.860447,-83.592,544.360,198.069,-105.049,0.012,179.997
956789267.928518,-83.464,544.457,198.089,-105.093,0.012,179.997
956789267.994497,-83.340,544.548,198.109,-105.136,0.012,179.997
956789268.061476,-83.217,544.641,198.131,-105.178,0.012,179.997
956789268.126452,-83.095,544.731,198.151,-105.220,0.012,179.997
956789268.193485,-82.969,544.825,198.173,-105.264,0.012,179.997
956789268.260460,-82.846,544.916,198.192,-105.306,0.012,179.997
956789268.327573,-82.722,545.010,198.212,-105.349,0.012,179.997
956789268.393632,-82.598,545.104,198.232,-105.392,0.012,179.997
956789268.461517,-82.472,545.200,198.252,-105.436,0.012,179.997
956789268.528586,-82.346,545.292,198.274,-105.479,0.012,179.997
956789268.595714,-82.222,545.386,198.294,-105.522,0.012,179.997
956789268.660482,-82.103,545.476,198.314,-105.563,0.012,179.997
956789268.727568,-81.978,545.570,198.335,-105.607,0.012,179.997
956789268.794594,-81.854,545.666,198.358,-105.650,0.012,179.997
956789268.860462,-81.733,545.758,198.377,-105.692,0.012,179.997
956789268.927486,-81.608,545.851,198.397,-105.735,0.012,179.997
956789268.994582,-81.484,545.945,198.419,-105.778,0.012,179.997
956789269.060492,-81.362,546.038,198.439,-105.821,0.012,179.997
956789269.127562,-81.238,546.134,198.459,-105.864,0.012,179.997
956789269.193576,-81.116,546.226,198.480,-105.906,0.012,179.997
956789269.260471,-80.992,546.320,198.502,-105.950,0.012,179.997
956789269.327475,-80.867,546.414,198.523,-105.993,0.012,179.997
956789269.393590,-80.745,546.504,198.543,-106.035,0.012,179.997
956789269.462529,-80.619,546.598,198.565,-106.079,0.012,179.997
956789269.528632,-80.496,546.691,198.585,-106.122,0.012,179.997
956789269.594677,-80.379,546.780,198.606,-106.163,0.012,179.997
956789269.660451,-80.256,546.874,198.627,-106.205,0.012,179.997
956789269.727502,-80.132,546.967,198.647,-106.248,0.012,179.997
956789269.795531,-80.005,547.062,198.670,-106.292,0.012,179.997
956789269.860536,-79.885,547.153,198.689,-106.334,0.012,179.997
956789269.926507,-79.764,547.245,198.709,-106.376,0.012,179.997
956789269.993553,-79.640,547.342,198.730,-106.419,0.012,179.997
956789270.060482,-79.515,547.436,198.752,-106.462,0.012,179.997
